id_n,Year,rural_urban,region,Employment_Income,job_desc,job_category,employer_activity,employer_activity_code,employer_category,formal,weight
19632,2022,2. URBAN,14. ADDIS ABABA,144000.0,Wood work,3. Technicians and Associate Professionals/ Physical and Engineering Science Associate Professionals,Wood work,3. MINING AND QUARRYING,2. PRIVATE INDIVIDUAL,2. NO,933.1605835
19633,2022,2. URBAN,14. ADDIS ABABA,240000.0,Project coordinator,"2. Professionals/ Physical, Mathematical and Engineering Science Professionals",Design controll and contaract management,"4. MANUFACTURING (FOR EXAMPLE MANUFACTURING OF FOOD PRODUCTS INCLUDING PROCESSING, CANING AND PRESERVING. WEAVING, BLACKSMITH ETC)",1. PRIVATE COMPANY,1. YES,941.8614502
19635,2022,2. URBAN,14. ADDIS ABABA,70000.0,House maid,"9. Elementary Occupations, Sales And Services Elementary Occupations",Home service,10. FINANCIAL INTERMEDIATION (EXCEPT INSURANCE AND PENSION FUNDING),2. PRIVATE INDIVIDUAL,2. NO,2614.499268
19650,2022,2. URBAN,14. ADDIS ABABA,1500000.0,Manager,"2. Professionals/ Physical, Mathematical and Engineering Science Professionals",Road construction,"4. MANUFACTURING (FOR EXAMPLE MANUFACTURING OF FOOD PRODUCTS INCLUDING PROCESSING, CANING AND PRESERVING. WEAVING, BLACKSMITH ETC)",1. PRIVATE COMPANY,1. YES,1263.078857
19658,2022,2. URBAN,14. ADDIS ABABA,264000.0,Waitress,"5. Service Workers and Shop and Market Sales Workers/ Personal and Protective Service workers, Travel attendants and related workers ",Restaurant,17. EXTRA-TERRITORIAL ORGANIZATIONS AND BODIES INCLUDING INTERNATIONAL ORGANIZATIONS AND NGOS,3. GOVERNMENT,1. YES,1671.543091
19665,2022,2. URBAN,14. ADDIS ABABA,72000.0,Construction work,3. Technicians and Associate Professionals/ Physical and Engineering Science Associate Professionals,Construction,"6. CONSTRUCTION (CONTRACTOR, SITE PREPARATION, LAND CLEARING, BUILDING/ HOME CONSTRUCTION)",1. PRIVATE COMPANY,2. NO,1759.193604
19667,2022,2. URBAN,14. ADDIS ABABA,240000.0,Finance officer,"2. Professionals/ Physical, Mathematical and Engineering Science Professionals",Hotel,17. EXTRA-TERRITORIAL ORGANIZATIONS AND BODIES INCLUDING INTERNATIONAL ORGANIZATIONS AND NGOS,1. PRIVATE COMPANY,1. YES,1096.437012
19668,2022,2. URBAN,14. ADDIS ABABA,264000.0,ICT expert,"2. Professionals/ Physical, Mathematical and Engineering Science Professionals",Insurance service,"9. TRANSPORT, STORAGE AND COMMUNICATIONS/LAND TRANSPORT; PEOPLE AND MERCHANDISE",3. GOVERNMENT,1. YES,1096.437012
19670,2022,2. URBAN,14. ADDIS ABABA,54000.0,Data encoder,"4. Clerks, Office clerks ",Justice office,13. EDUCATION,3. GOVERNMENT,1. YES,1730.265015
19673,2022,2. URBAN,14. ADDIS ABABA,66000.0,Cooker,"7. Craft And Related Trades Workers, Extraction and Building Trades Workers",Restaurant,17. EXTRA-TERRITORIAL ORGANIZATIONS AND BODIES INCLUDING INTERNATIONAL ORGANIZATIONS AND NGOS,2. PRIVATE INDIVIDUAL,1. YES,1384.873413
19678,2022,2. URBAN,14. ADDIS ABABA,300000.0,Consultancy,"1. Legislators, Senior Government Officials and Managers",Construction,"6. CONSTRUCTION (CONTRACTOR, SITE PREPARATION, LAND CLEARING, BUILDING/ HOME CONSTRUCTION)",1. PRIVATE COMPANY,1. YES,1126.090576
19686,2022,2. URBAN,14. ADDIS ABABA,11000.0,Household chores,"5. Service Workers and Shop and Market Sales Workers/ Personal and Protective Service workers, Travel attendants and related workers ",Home service,10. FINANCIAL INTERMEDIATION (EXCEPT INSURANCE AND PENSION FUNDING),2. PRIVATE INDIVIDUAL,2. NO,616.0602417
19687,2022,2. URBAN,14. ADDIS ABABA,160000.0,Administrator,3. Technicians and Associate Professionals/ Physical and Engineering Science Associate Professionals,Public adminstration,13. EDUCATION,3. GOVERNMENT,1. YES,1353.175903
19688,2022,2. URBAN,14. ADDIS ABABA,240000.0,Administrator,"2. Professionals/ Physical, Mathematical and Engineering Science Professionals",Public adminstration,13. EDUCATION,3. GOVERNMENT,1. YES,1353.175903
19691,2022,2. URBAN,14. ADDIS ABABA,20000.0,Household chores,"5. Service Workers and Shop and Market Sales Workers/ Personal and Protective Service workers, Travel attendants and related workers ",Home service,10. FINANCIAL INTERMEDIATION (EXCEPT INSURANCE AND PENSION FUNDING),2. PRIVATE INDIVIDUAL,2. NO,1353.175903
19692,2022,2. URBAN,14. ADDIS ABABA,144000.0,Driver,"8. Plant and Machine Operators and Assemblers, Stationary-Plant and Related Operators",Health service,"12. PUBLIC ADMINISTRATION DEFENCE, POLICE AND OTEHR GOV'T WORK",1. PRIVATE COMPANY,1. YES,1703.704346
19696,2022,2. URBAN,14. ADDIS ABABA,180000.0,Trainer/coach,"2. Professionals/ Physical, Mathematical and Engineering Science Professionals",Transport,7. TRADE (WHOLESALE AND RETAIL TRADE),3. GOVERNMENT,1. YES,2471.436279
19699,2022,2. URBAN,14. ADDIS ABABA,42000.0,Cooker,"7. Craft And Related Trades Workers, Extraction and Building Trades Workers",Restaurant,17. EXTRA-TERRITORIAL ORGANIZATIONS AND BODIES INCLUDING INTERNATIONAL ORGANIZATIONS AND NGOS,2. PRIVATE INDIVIDUAL,2. NO,2471.436279
19702,2022,2. URBAN,14. ADDIS ABABA,18000.0,Household chores,"5. Service Workers and Shop and Market Sales Workers/ Personal and Protective Service workers, Travel attendants and related workers ",Home service,10. FINANCIAL INTERMEDIATION (EXCEPT INSURANCE AND PENSION FUNDING),2. PRIVATE INDIVIDUAL,2. NO,126.000061
19704,2022,2. URBAN,14. ADDIS ABABA,192000.0,Manager- tourism sector,"1. Legislators, Senior Government Officials and Managers",Tourism,20. Artist ,3. GOVERNMENT,1. YES,701.7087402
19711,2022,2. URBAN,14. ADDIS ABABA,20867.0,Guard,"9. Elementary Occupations, Sales And Services Elementary Occupations",Education,"11. REAL ESTATE, RENTING AND BUSINESS ACTIVITIES)",2. PRIVATE INDIVIDUAL,1. YES,1227.224243
19718,2022,2. URBAN,14. ADDIS ABABA,192000.0,Plastic production and sales,"4. Clerks, Office clerks ",Factory,3. MINING AND QUARRYING,1. PRIVATE COMPANY,1. YES,1103.309326
19722,2022,2. URBAN,14. ADDIS ABABA,6000.0,Cleaning service,"9. Elementary Occupations, Sales And Services Elementary Occupations",Bank Service,"9. TRANSPORT, STORAGE AND COMMUNICATIONS/LAND TRANSPORT; PEOPLE AND MERCHANDISE",2. PRIVATE INDIVIDUAL,1. YES,418.3119202
19724,2022,2. URBAN,14. ADDIS ABABA,36000.0,Cleaning service,"9. Elementary Occupations, Sales And Services Elementary Occupations",Transport,7. TRADE (WHOLESALE AND RETAIL TRADE),1. PRIVATE COMPANY,1. YES,990.0687256
19725,2022,2. URBAN,14. ADDIS ABABA,72000.0,Government employee,"4. Clerks, Office clerks ",Solid waste management office,"5. ELECTRICITY, GAS, STEAM AND HOT WATER SUPPLY",3. GOVERNMENT,1. YES,990.0687256
19726,2022,2. URBAN,14. ADDIS ABABA,150000.0,Finance officer,"4. Clerks, Office clerks ",Logistics service,"9. TRANSPORT, STORAGE AND COMMUNICATIONS/LAND TRANSPORT; PEOPLE AND MERCHANDISE",3. GOVERNMENT,1. YES,1072.273071
19728,2022,2. URBAN,14. ADDIS ABABA,114576.0,Health worker,3. Technicians and Associate Professionals/ Physical and Engineering Science Associate Professionals,Health service,"12. PUBLIC ADMINISTRATION DEFENCE, POLICE AND OTEHR GOV'T WORK",3. GOVERNMENT,1. YES,402.6413879
19730,2022,2. URBAN,14. ADDIS ABABA,120000.0,Human resource officer,"4. Clerks, Office clerks ",Restaurant,10. FINANCIAL INTERMEDIATION (EXCEPT INSURANCE AND PENSION FUNDING),1. PRIVATE COMPANY,1. YES,179.3829041
19733,2022,2. URBAN,14. ADDIS ABABA,276000.0,Telecom officer,3. Technicians and Associate Professionals/ Physical and Engineering Science Associate Professionals,Public service,"4. MANUFACTURING (FOR EXAMPLE MANUFACTURING OF FOOD PRODUCTS INCLUDING PROCESSING, CANING AND PRESERVING. WEAVING, BLACKSMITH ETC)",1. PRIVATE COMPANY,1. YES,179.3829041
19735,2022,2. URBAN,14. ADDIS ABABA,12000.0,House maid,"9. Elementary Occupations, Sales And Services Elementary Occupations",Home service,14. HEALTH AND SOCIAL WORK,2. PRIVATE INDIVIDUAL,1. YES,179.3829041
19736,2022,2. URBAN,14. ADDIS ABABA,36000.0,Household chores,"5. Service Workers and Shop and Market Sales Workers/ Personal and Protective Service workers, Travel attendants and related workers ",Home service,10. FINANCIAL INTERMEDIATION (EXCEPT INSURANCE AND PENSION FUNDING),2. PRIVATE INDIVIDUAL,2. NO,179.3829041
19737,2022,2. URBAN,14. ADDIS ABABA,64000.0,Driver,"8. Plant and Machine Operators and Assemblers, Stationary-Plant and Related Operators",Milk production,3. MINING AND QUARRYING,1. PRIVATE COMPANY,1. YES,145.7100525
19738,2022,2. URBAN,14. ADDIS ABABA,36000.0,House maid,"5. Service Workers and Shop and Market Sales Workers/ Personal and Protective Service workers, Travel attendants and related workers ",Home service,10. FINANCIAL INTERMEDIATION (EXCEPT INSURANCE AND PENSION FUNDING),2. PRIVATE INDIVIDUAL,2. NO,307.7998962
19739,2022,2. URBAN,14. ADDIS ABABA,1200.0,House maid,"9. Elementary Occupations, Sales And Services Elementary Occupations",Home service,10. FINANCIAL INTERMEDIATION (EXCEPT INSURANCE AND PENSION FUNDING),2. PRIVATE INDIVIDUAL,2. NO,307.7998962
19741,2022,2. URBAN,14. ADDIS ABABA,21000.0,Daily laborer,"9. Elementary Occupations, Sales And Services Elementary Occupations",Construction,"6. CONSTRUCTION (CONTRACTOR, SITE PREPARATION, LAND CLEARING, BUILDING/ HOME CONSTRUCTION)",1. PRIVATE COMPANY,2. NO,307.7998962
19746,2022,2. URBAN,14. ADDIS ABABA,21600.0,House maid,"9. Elementary Occupations, Sales And Services Elementary Occupations",Home service,10. FINANCIAL INTERMEDIATION (EXCEPT INSURANCE AND PENSION FUNDING),2. PRIVATE INDIVIDUAL,1. YES,133.2232208
19747,2022,2. URBAN,14. ADDIS ABABA,180000.0,Accountant,"2. Professionals/ Physical, Mathematical and Engineering Science Professionals",Construction,"6. CONSTRUCTION (CONTRACTOR, SITE PREPARATION, LAND CLEARING, BUILDING/ HOME CONSTRUCTION)",1. PRIVATE COMPANY,1. YES,1225.735229
19751,2022,2. URBAN,14. ADDIS ABABA,18000.0,House maid,"5. Service Workers and Shop and Market Sales Workers/ Personal and Protective Service workers, Travel attendants and related workers ",Home service,10. FINANCIAL INTERMEDIATION (EXCEPT INSURANCE AND PENSION FUNDING),2. PRIVATE INDIVIDUAL,2. NO,1225.735229
19752,2022,2. URBAN,14. ADDIS ABABA,60000.0,Messenger,"9. Elementary Occupations, Sales And Services Elementary Occupations",Construction,"6. CONSTRUCTION (CONTRACTOR, SITE PREPARATION, LAND CLEARING, BUILDING/ HOME CONSTRUCTION)",1. PRIVATE COMPANY,1. YES,998.8718262
19754,2022,2. URBAN,14. ADDIS ABABA,96000.0,Carpentry,"9. Elementary Occupations, Sales And Services Elementary Occupations",Construction,10. FINANCIAL INTERMEDIATION (EXCEPT INSURANCE AND PENSION FUNDING),2. PRIVATE INDIVIDUAL,2. NO,645.6536255
19760,2022,2. URBAN,14. ADDIS ABABA,360000.0,Driver,3. Technicians and Associate Professionals/ Physical and Engineering Science Associate Professionals,Transport,7. TRADE (WHOLESALE AND RETAIL TRADE),2. PRIVATE INDIVIDUAL,2. NO,1913.269165
19761,2022,2. URBAN,14. ADDIS ABABA,104400.0,Construction work,"1. Legislators, Senior Government Officials and Managers",Construction,"1. AGRICULTURE (HUNTING, FORESTRY AND PRODUCTION OF RELATED PRODUCTS AND SERVICES)",2. PRIVATE INDIVIDUAL,2. NO,4651.10791
19762,2022,2. URBAN,14. ADDIS ABABA,30000.0,Waitress,"1. Legislators, Senior Government Officials and Managers","Café ,club","2. FISHING, FISH FARMS AND SERVICE ACTIVITIES INCIDENTAL TO FISHING",4. STATE-OWNED ENTERPRISE,1. YES,4651.10791
19764,2022,2. URBAN,14. ADDIS ABABA,48000.0,Construction work,"9. Elementary Occupations, Sales And Services Elementary Occupations",Construction,"6. CONSTRUCTION (CONTRACTOR, SITE PREPARATION, LAND CLEARING, BUILDING/ HOME CONSTRUCTION)",1. PRIVATE COMPANY,1. YES,2994.227051
19766,2022,2. URBAN,14. ADDIS ABABA,8800.0,Bajaj driver,"8. Plant and Machine Operators and Assemblers, Stationary-Plant and Related Operators",Transport,7. TRADE (WHOLESALE AND RETAIL TRADE),2. PRIVATE INDIVIDUAL,2. NO,2994.227051
19768,2022,2. URBAN,14. ADDIS ABABA,34650.0,Plantation,"1. Legislators, Senior Government Officials and Managers",Vegetable production,"1. AGRICULTURE (HUNTING, FORESTRY AND PRODUCTION OF RELATED PRODUCTS AND SERVICES)",2. PRIVATE INDIVIDUAL,2. NO,134.3403625
19769,2022,2. URBAN,14. ADDIS ABABA,100800.0,Driver assistant,"1. Legislators, Senior Government Officials and Managers",Home service,7. TRADE (WHOLESALE AND RETAIL TRADE),2. PRIVATE INDIVIDUAL,2. NO,134.3403625
19777,2022,2. URBAN,14. ADDIS ABABA,39600.0,Daily laborer,"9. Elementary Occupations, Sales And Services Elementary Occupations",Construction,"6. CONSTRUCTION (CONTRACTOR, SITE PREPARATION, LAND CLEARING, BUILDING/ HOME CONSTRUCTION)",1. PRIVATE COMPANY,2. NO,2479.478271
19780,2022,2. URBAN,14. ADDIS ABABA,4000.0,Waitress,"5. Service Workers and Shop and Market Sales Workers/ Personal and Protective Service workers, Travel attendants and related workers ",Café,17. EXTRA-TERRITORIAL ORGANIZATIONS AND BODIES INCLUDING INTERNATIONAL ORGANIZATIONS AND NGOS,2. PRIVATE INDIVIDUAL,2. NO,178.3635712
19781,2022,2. URBAN,14. ADDIS ABABA,24000.0,Guard,"9. Elementary Occupations, Sales And Services Elementary Occupations",Merchandise business,14. HEALTH AND SOCIAL WORK,3. GOVERNMENT,2. NO,1697.973511
19821,2022,2. URBAN,14. ADDIS ABABA,43200.0,Guard,"9. Elementary Occupations, Sales And Services Elementary Occupations",Eductaion,"11. REAL ESTATE, RENTING AND BUSINESS ACTIVITIES)",3. GOVERNMENT,1. YES,2115.401123
19822,2022,2. URBAN,14. ADDIS ABABA,48000.0,Guard,"9. Elementary Occupations, Sales And Services Elementary Occupations",Agent,"4. MANUFACTURING (FOR EXAMPLE MANUFACTURING OF FOOD PRODUCTS INCLUDING PROCESSING, CANING AND PRESERVING. WEAVING, BLACKSMITH ETC)",1. PRIVATE COMPANY,1. YES,2115.401123
19825,2022,2. URBAN,14. ADDIS ABABA,18000.0,Tailor,"9. Elementary Occupations, Sales And Services Elementary Occupations",Tailor,10. FINANCIAL INTERMEDIATION (EXCEPT INSURANCE AND PENSION FUNDING),1. PRIVATE COMPANY,1. YES,167.564209
19827,2022,2. URBAN,14. ADDIS ABABA,12000.0,Factory worker,"9. Elementary Occupations, Sales And Services Elementary Occupations",Tailor,14. HEALTH AND SOCIAL WORK,1. PRIVATE COMPANY,1. YES,167.564209
19829,2022,2. URBAN,14. ADDIS ABABA,63000.0,Daily laborer,"9. Elementary Occupations, Sales And Services Elementary Occupations",Construction,14. HEALTH AND SOCIAL WORK,1. PRIVATE COMPANY,2. NO,136.8877563
19835,2022,2. URBAN,14. ADDIS ABABA,60000.0,Driver,"8. Plant and Machine Operators and Assemblers, Stationary-Plant and Related Operators",Transport,7. TRADE (WHOLESALE AND RETAIL TRADE),1. PRIVATE COMPANY,1. YES,1815.128174
19840,2022,2. URBAN,14. ADDIS ABABA,9600.0,Hotel barman,"5. Service Workers and Shop and Market Sales Workers/ Personal and Protective Service workers, Travel attendants and related workers ",Hotel,17. EXTRA-TERRITORIAL ORGANIZATIONS AND BODIES INCLUDING INTERNATIONAL ORGANIZATIONS AND NGOS,2. PRIVATE INDIVIDUAL,1. YES,1370.608643
19842,2022,2. URBAN,14. ADDIS ABABA,144000.0,Expert,"2. Professionals/ Physical, Mathematical and Engineering Science Professionals",Public service,"4. MANUFACTURING (FOR EXAMPLE MANUFACTURING OF FOOD PRODUCTS INCLUDING PROCESSING, CANING AND PRESERVING. WEAVING, BLACKSMITH ETC)",3. GOVERNMENT,1. YES,3501.092285
19845,2022,2. URBAN,14. ADDIS ABABA,840000.0,Computer software work,"2. Professionals/ Physical, Mathematical and Engineering Science Professionals",Maintainance,18. Information and communication,8. OTHER (SPECIFY),2. NO,938.0445557
19847,2022,2. URBAN,14. ADDIS ABABA,90560.0,Teacher,"2. Professionals/ Physical, Mathematical and Engineering Science Professionals",Eductaion,"11. REAL ESTATE, RENTING AND BUSINESS ACTIVITIES)",3. GOVERNMENT,1. YES,2111.044189
19852,2022,2. URBAN,14. ADDIS ABABA,96000.0,Health worker,"2. Professionals/ Physical, Mathematical and Engineering Science Professionals",Health service,"4. MANUFACTURING (FOR EXAMPLE MANUFACTURING OF FOOD PRODUCTS INCLUDING PROCESSING, CANING AND PRESERVING. WEAVING, BLACKSMITH ETC)",3. GOVERNMENT,1. YES,842.1479492
19855,2022,2. URBAN,14. ADDIS ABABA,96000.0,Technician,"8. Plant and Machine Operators and Assemblers, Stationary-Plant and Related Operators",Leather industry,3. MINING AND QUARRYING,5. NON GOVERNMENTAL ORGANIZATIONS,1. YES,842.1479492
19856,2022,2. URBAN,14. ADDIS ABABA,36000.0,Cashier,"9. Elementary Occupations, Sales And Services Elementary Occupations",Eductaion,"11. REAL ESTATE, RENTING AND BUSINESS ACTIVITIES)",2. PRIVATE INDIVIDUAL,1. YES,842.1479492
19868,2022,2. URBAN,14. ADDIS ABABA,60000.0,Construction work,"9. Elementary Occupations, Sales And Services Elementary Occupations",Construction,"6. CONSTRUCTION (CONTRACTOR, SITE PREPARATION, LAND CLEARING, BUILDING/ HOME CONSTRUCTION)",1. PRIVATE COMPANY,2. NO,2887.842041
19870,2022,2. URBAN,14. ADDIS ABABA,3600.0,Waitress,"9. Elementary Occupations, Sales And Services Elementary Occupations",Public service,10. FINANCIAL INTERMEDIATION (EXCEPT INSURANCE AND PENSION FUNDING),1. PRIVATE COMPANY,2. NO,296.9465027
19871,2022,2. URBAN,14. ADDIS ABABA,5400.0,Clothes sales,"5. Service Workers and Shop and Market Sales Workers/ Personal and Protective Service workers, Travel attendants and related workers ",Public service,10. FINANCIAL INTERMEDIATION (EXCEPT INSURANCE AND PENSION FUNDING),1. PRIVATE COMPANY,2. NO,296.9465027
19872,2022,2. URBAN,14. ADDIS ABABA,20000.0,Hair salon,"9. Elementary Occupations, Sales And Services Elementary Occupations",Hair salon,14. HEALTH AND SOCIAL WORK,1. PRIVATE COMPANY,2. NO,221.7951202
19881,2022,2. URBAN,14. ADDIS ABABA,15000.0,Daily laborer,"9. Elementary Occupations, Sales And Services Elementary Occupations",Labor,14. HEALTH AND SOCIAL WORK,2. PRIVATE INDIVIDUAL,2. NO,1251.193115
19884,2022,2. URBAN,14. ADDIS ABABA,16800.0,Porter,"9. Elementary Occupations, Sales And Services Elementary Occupations",labor,10. FINANCIAL INTERMEDIATION (EXCEPT INSURANCE AND PENSION FUNDING),2. PRIVATE INDIVIDUAL,2. NO,229.7591095
19891,2022,2. URBAN,14. ADDIS ABABA,210000.0,Butchery,"9. Elementary Occupations, Sales And Services Elementary Occupations",Bouchery,10. FINANCIAL INTERMEDIATION (EXCEPT INSURANCE AND PENSION FUNDING),2. PRIVATE INDIVIDUAL,2. NO,6993.846191
19905,2022,2. URBAN,14. ADDIS ABABA,9000.0,Shoe production,"8. Plant and Machine Operators and Assemblers, Stationary-Plant and Related Operators",Factory,3. MINING AND QUARRYING,1. PRIVATE COMPANY,2. NO,242.5836639
19920,2022,2. URBAN,14. ADDIS ABABA,48000.0,Construction work,"7. Craft And Related Trades Workers, Extraction and Building Trades Workers",Construction,"6. CONSTRUCTION (CONTRACTOR, SITE PREPARATION, LAND CLEARING, BUILDING/ HOME CONSTRUCTION)",1. PRIVATE COMPANY,2. NO,242.5836639
19925,2022,2. URBAN,14. ADDIS ABABA,30000.0,Porter,"9. Elementary Occupations, Sales And Services Elementary Occupations",Labor,14. HEALTH AND SOCIAL WORK,2. PRIVATE INDIVIDUAL,2. NO,296.9465027
19926,2022,2. URBAN,14. ADDIS ABABA,11200.0,Factory worker,"8. Plant and Machine Operators and Assemblers, Stationary-Plant and Related Operators",Manufacturing,3. MINING AND QUARRYING,1. PRIVATE COMPANY,2. NO,296.9465027
19927,2022,2. URBAN,14. ADDIS ABABA,96000.0,Daily laborer,"9. Elementary Occupations, Sales And Services Elementary Occupations",labor,10. FINANCIAL INTERMEDIATION (EXCEPT INSURANCE AND PENSION FUNDING),2. PRIVATE INDIVIDUAL,2. NO,512.4370728
19930,2022,2. URBAN,14. ADDIS ABABA,42000.0,Driver,"5. Service Workers and Shop and Market Sales Workers/ Personal and Protective Service workers, Travel attendants and related workers ",Transport,7. TRADE (WHOLESALE AND RETAIL TRADE),2. PRIVATE INDIVIDUAL,1. YES,3008.522461
19937,2022,2. URBAN,14. ADDIS ABABA,2500.0,Manager,"2. Professionals/ Physical, Mathematical and Engineering Science Professionals",Finance service,"9. TRANSPORT, STORAGE AND COMMUNICATIONS/LAND TRANSPORT; PEOPLE AND MERCHANDISE",2. PRIVATE INDIVIDUAL,1. YES,602.8890991
19941,2022,2. URBAN,14. ADDIS ABABA,234000.0,Bank officer,3. Technicians and Associate Professionals/ Physical and Engineering Science Associate Professionals,Home service,"9. TRANSPORT, STORAGE AND COMMUNICATIONS/LAND TRANSPORT; PEOPLE AND MERCHANDISE",3. GOVERNMENT,1. YES,132.4839783
19942,2022,2. URBAN,14. ADDIS ABABA,5000.0,Private service provision,3. Technicians and Associate Professionals/ Physical and Engineering Science Associate Professionals,Construction material production,3. MINING AND QUARRYING,2. PRIVATE INDIVIDUAL,1. YES,132.4839783
19944,2022,2. URBAN,14. ADDIS ABABA,84000.0,Taxi driver,"5. Service Workers and Shop and Market Sales Workers/ Personal and Protective Service workers, Travel attendants and related workers ",Service,7. TRADE (WHOLESALE AND RETAIL TRADE),2. PRIVATE INDIVIDUAL,1. YES,2512.70752
19958,2022,2. URBAN,14. ADDIS ABABA,96000.0,Statistician,3. Technicians and Associate Professionals/ Physical and Engineering Science Associate Professionals,Data management,"4. MANUFACTURING (FOR EXAMPLE MANUFACTURING OF FOOD PRODUCTS INCLUDING PROCESSING, CANING AND PRESERVING. WEAVING, BLACKSMITH ETC)",3. GOVERNMENT,1. YES,2554.016602
19959,2022,2. URBAN,14. ADDIS ABABA,96000.0,Health worker,"4. Clerks, Office clerks ",Health service,"12. PUBLIC ADMINISTRATION DEFENCE, POLICE AND OTEHR GOV'T WORK",3. GOVERNMENT,1. YES,2554.016602
19962,2022,2. URBAN,14. ADDIS ABABA,108000.0,Driver,3. Technicians and Associate Professionals/ Physical and Engineering Science Associate Professionals,Transport,7. TRADE (WHOLESALE AND RETAIL TRADE),2. PRIVATE INDIVIDUAL,2. NO,2199.959473
19980,2022,2. URBAN,14. ADDIS ABABA,38400.0,Butchery,"9. Elementary Occupations, Sales And Services Elementary Occupations",Buchery,3. MINING AND QUARRYING,4. STATE-OWNED ENTERPRISE,2. NO,1172.748413
19983,2022,2. URBAN,14. ADDIS ABABA,20000.0,Electrical work,3. Technicians and Associate Professionals/ Physical and Engineering Science Associate Professionals,Construction,"6. CONSTRUCTION (CONTRACTOR, SITE PREPARATION, LAND CLEARING, BUILDING/ HOME CONSTRUCTION)",2. PRIVATE INDIVIDUAL,2. NO,730.1646118
19986,2022,2. URBAN,14. ADDIS ABABA,264000.0,Secretary,"4. Clerks, Office clerks ",Bank Service,"9. TRANSPORT, STORAGE AND COMMUNICATIONS/LAND TRANSPORT; PEOPLE AND MERCHANDISE",1. PRIVATE COMPANY,1. YES,1084.704956
19987,2022,2. URBAN,14. ADDIS ABABA,18000.0,House maid,"9. Elementary Occupations, Sales And Services Elementary Occupations",Home service,10. FINANCIAL INTERMEDIATION (EXCEPT INSURANCE AND PENSION FUNDING),2. PRIVATE INDIVIDUAL,1. YES,1084.704956
19990,2022,2. URBAN,14. ADDIS ABABA,29400.0,Washing- clothes,6. Skilled Agricultural and Fishery Workers Market-Oriented Skilled Agricultural and Fishery Workers,Home service,10. FINANCIAL INTERMEDIATION (EXCEPT INSURANCE AND PENSION FUNDING),2. PRIVATE INDIVIDUAL,2. NO,1093.38269
19991,2022,2. URBAN,14. ADDIS ABABA,42000.0,Cleaning service,"9. Elementary Occupations, Sales And Services Elementary Occupations",Bank service,"9. TRANSPORT, STORAGE AND COMMUNICATIONS/LAND TRANSPORT; PEOPLE AND MERCHANDISE",1. PRIVATE COMPANY,1. YES,1093.38269
19994,2022,2. URBAN,14. ADDIS ABABA,36000.0,Cleaning service,"9. Elementary Occupations, Sales And Services Elementary Occupations",Bank Service,14. HEALTH AND SOCIAL WORK,1. PRIVATE COMPANY,1. YES,1240.273315
19996,2022,2. URBAN,14. ADDIS ABABA,45600.0,Butchery,"9. Elementary Occupations, Sales And Services Elementary Occupations",Slaughterhouse service,3. MINING AND QUARRYING,4. STATE-OWNED ENTERPRISE,1. YES,1240.273315
19998,2022,2. URBAN,14. ADDIS ABABA,40188.0,Secretary,"4. Clerks, Office clerks ",Health service,"12. PUBLIC ADMINISTRATION DEFENCE, POLICE AND OTEHR GOV'T WORK",3. GOVERNMENT,1. YES,2453.59375
19999,2022,2. URBAN,14. ADDIS ABABA,31200.0,Cashier,"9. Elementary Occupations, Sales And Services Elementary Occupations",Health service,"12. PUBLIC ADMINISTRATION DEFENCE, POLICE AND OTEHR GOV'T WORK",3. GOVERNMENT,1. YES,2453.59375
20003,2022,2. URBAN,14. ADDIS ABABA,180000.0,Broker,"5. Service Workers and Shop and Market Sales Workers/ Personal and Protective Service workers, Travel attendants and related workers ",Brokery,8. HOTELS AND RESTAURANTS/ HOTELS (WITH HOTEL ROOMS); CAMPING SITES AND OTHER PROVISION OF SHORT-STAY ACCOMMODATION,2. PRIVATE INDIVIDUAL,2. NO,2453.59375
20004,2022,2. URBAN,14. ADDIS ABABA,204000.0,Accountant,"2. Professionals/ Physical, Mathematical and Engineering Science Professionals",Bank service,"9. TRANSPORT, STORAGE AND COMMUNICATIONS/LAND TRANSPORT; PEOPLE AND MERCHANDISE",1. PRIVATE COMPANY,1. YES,2672.052002
20005,2022,2. URBAN,14. ADDIS ABABA,63600.0,Teacher,"4. Clerks, Office clerks ",Eductaion,"11. REAL ESTATE, RENTING AND BUSINESS ACTIVITIES)",3. GOVERNMENT,1. YES,2672.052002
20012,2022,2. URBAN,14. ADDIS ABABA,156000.0,Mechanic,3. Technicians and Associate Professionals/ Physical and Engineering Science Associate Professionals,Transport,7. TRADE (WHOLESALE AND RETAIL TRADE),1. PRIVATE COMPANY,1. YES,826.4067993
20014,2022,2. URBAN,14. ADDIS ABABA,10000.0,House maid,"9. Elementary Occupations, Sales And Services Elementary Occupations",Home service,14. HEALTH AND SOCIAL WORK,2. PRIVATE INDIVIDUAL,1. YES,826.4067993
20016,2022,2. URBAN,14. ADDIS ABABA,120000.0,Broker- Livestock market,"9. Elementary Occupations, Sales And Services Elementary Occupations",Brokery,8. HOTELS AND RESTAURANTS/ HOTELS (WITH HOTEL ROOMS); CAMPING SITES AND OTHER PROVISION OF SHORT-STAY ACCOMMODATION,2. PRIVATE INDIVIDUAL,2. NO,162.0854492
20017,2022,2. URBAN,14. ADDIS ABABA,18000.0,House maid,"9. Elementary Occupations, Sales And Services Elementary Occupations",Home service,10. FINANCIAL INTERMEDIATION (EXCEPT INSURANCE AND PENSION FUNDING),2. PRIVATE INDIVIDUAL,2. NO,162.0854492
